ID	Language_ID	Parameter_ID	Form	Value	Segments
mnc-901_promise-1	mnc	901_promise	pɔld͡ʒɔmpi	boljombi	p ɔ l dʒ ɔ m p i
mnc-221_mind-1	mnc	221_mind	fɤxi	fehi	f ɤ x i
mnc-733_live-2	mnc	733_live	pand͡ʒimpi	banjimbi	p a n dʒ i m p i
mnc-693_revolve-2	mnc	693_revolve	fɔrkɔʃɔmpi	forgošombi	f ɔ r k ɔ ʃ ɔ m p i
mnc-908_show-1	mnc	908_show	tʰuwapumpi	tuwabumbi	tʰ u w a p u m p i
mnc-993_think-1	mnc	993_think	kʰitumpi	kidumbi	kʰ i t u m p i
mnc-17_neck-1	mnc	17_neck	mɤifɤn	meifen	m ɤ i f ɤ n
mnc-169_fly-1	mnc	169_fly	tɤrxuwɤ	derhuwe	t ɤ r x u w ɤ
mnc-777_goin-1	mnc	777_goin	tɔsinampi	dosinambi	t ɔ s i n a m p i
mnc-755_sitdown-1	mnc	755_sitdown	tʰɤt͡ʃɤmpi	tecembi	tʰ ɤ tʃ ɤ m p i
mnc-519_sweet-1	mnc	519_sweet	d͡ʒant͡ʃuxʊn	jancuhūn	dʒ a n tʃ u x ʊ n
mnc-491_firmsolid-1	mnc	491_firmsolid	pɤkʰi	beki	p ɤ kʰ i
mnc-65_ground-1	mnc	65_ground	fɤrɤ	fere	f ɤ r ɤ
mnc-208_uncle-1	mnc	208_uncle	ɤt͡ʃikʰɤ	ecike	ɤ tʃ i kʰ ɤ
mnc-567_young-2	mnc	567_young	ad͡ʒikan	ajigan	a dʒ i k a n
mnc-886_receive-1	mnc	886_receive	alimpi	alimbi	a l i m p i
mnc-98_cave-1	mnc	98_cave	tuŋ	dung	t u ŋ
mnc-469_august-1	mnc	469_august	d͡ʒakʰʊn pija	jakūn biya	dʒ a kʰ ʊ n + p i j a
mnc-329_nail-1	mnc	329_nail	xitʰaxʊn	hitahūn	x i tʰ a x ʊ n
mnc-949_hunt-2	mnc	949_hunt	putʰxampi	buthambi	p u tʰ x a m p i
mnc-756_tumble-1	mnc	756_tumble	fuxɤʃɤmpi	fuhešembi	f u x ɤ ʃ ɤ m p i
mnc-43_sinew-1	mnc	43_sinew	t͡ʃa	ca	tʃ a
mnc-715_rise-1	mnc	715_rise	nɤmɤmpi	nemembi	n ɤ m ɤ m p i
mnc-416_god-1	mnc	416_god	ti	di	t i
mnc-784_await-1	mnc	784_await	tʰɔsɔmpi	tosombi	tʰ ɔ s ɔ m p i
mnc-265_area-1	mnc	265_area	xɔʃɔ	hošo	x ɔ ʃ ɔ
mnc-792_move-2	mnc	792_move	aʃʃampi	aššambi	a ʃ ʃ a m p i
mnc-147_wolf-1	mnc	147_wolf	ɲɔxɤ	niohe	ɲ ɔ x ɤ
mnc-338_bundle-2	mnc	338_bundle	fulmijɤn	fulmiyen	f u l m i j ɤ n
mnc-650_how-1	mnc	650_how	ainamɤ	ainame	a i n a m ɤ
mnc-626_only-1	mnc	626_only	tamu	damu	t a m u
mnc-222_meaning-1	mnc	222_meaning	d͡ʒɔrin	jorin	dʒ ɔ r i n
mnc-365_cloth-1	mnc	365_cloth	pɔʃɔ	bošo	p ɔ ʃ ɔ
mnc-597_atthattime-1	mnc	597_atthattime	tʰɤrɤt͡ʃi	tereci	tʰ ɤ r ɤ tʃ i
mnc-495_soft-1	mnc	495_soft	xaixʊ	haihū	x a i x ʊ
mnc-299_wood-1	mnc	299_wood	mɔɔ	moo	m ɔ ɔ
mnc-559_bad-1	mnc	559_bad	ɤxɤ	ehe	ɤ x ɤ
mnc-870_pour-2	mnc	870_pour	xuŋkʰɤrɤmpi	hungkerembi	x u ŋ kʰ ɤ r ɤ m p i
mnc-207_sister-1	mnc	207_sister	ɤjun	eyun	ɤ j u n
mnc-772_fly-1	mnc	772_fly	tɤjɤmpi	deyembi	t ɤ j ɤ m p i
mnc-945_dwell-1	mnc	945_dwell	tʰɤmpi	tembi	tʰ ɤ m p i
mnc-104_coast-2	mnc	104_coast	d͡ʒɤt͡ʃɤn talin	jecen dalin	dʒ ɤ tʃ ɤ n + t a l i n
mnc-78_ice-1	mnc	78_ice	d͡ʒuxɤ	juhe	dʒ u x ɤ
mnc-900_give-2	mnc	900_give	at͡ʃapumpi	acabumbi	a tʃ a p u m p i
mnc-864_spread-3	mnc	864_spread	untarampi	undarambi	u n t a r a m p i
mnc-253_matter-1	mnc	253_matter	sitʰa	sita	s i tʰ a
mnc-113_trunk-2	mnc	113_trunk	kurun	gurun	k u r u n
mnc-954_tieup-1	mnc	954_tieup	kʰutɤmpi	kudembi	kʰ u t ɤ m p i
mnc-232_speech-1	mnc	232_speech	kisun	gisun	k i s u n
mnc-946_work-1	mnc	946_work	tampi	dambi	t a m p i
mnc-492_flat-2	mnc	492_flat	kʰapʰaxʊn	kapahūn	kʰ a pʰ a x ʊ n
mnc-90_swamp-1	mnc	90_swamp	tɤtʰu	detu	t ɤ tʰ u
mnc-481_big-1	mnc	481_big	ampa	amba	a m p a
mnc-693_revolve-3	mnc	693_revolve	mutakʰijampi	mudakiyambi	m u t a kʰ i j a m p i
mnc-348_food-3	mnc	348_food	d͡ʒɤmɤŋkɤ	jemengge	dʒ ɤ m ɤ ŋ k ɤ
mnc-143_elk-1	mnc	143_elk	anami	anami	a n a m i
mnc-801_lookat-3	mnc	801_lookat	jasalampi	yasalambi	j a s a l a m p i
mnc-494_hard-2	mnc	494_hard	t͡ʃaŋ sɤmɤ	cang seme	tʃ a ŋ + s ɤ m ɤ
mnc-903_praise-3	mnc	903_praise	kʰijakʰijampi	kiyakiyambi	kʰ i j a kʰ i j a m p i
mnc-703_dry-1	mnc	703_dry	kʰatʰampi	katambi	kʰ a tʰ a m p i
mnc-178_peelhusk-1	mnc	178_peelhusk	fan	fan	f a n
mnc-765_climb-2	mnc	765_climb	faʃimpi	fašimbi	f a ʃ i m p i
mnc-248_game-1	mnc	248_game	ɤfin	efin	ɤ f i n
mnc-151_cock-1	mnc	151_cock	pulun	bulun	p u l u n
mnc-579_first-1	mnc	579_first	uŋku	unggu	u ŋ k u
mnc-610_thither-1	mnc	610_thither	tʰupatɤ	tubade	tʰ u p a t ɤ
mnc-141_bear-1	mnc	141_bear	lɤfu	lefu	l ɤ f u
mnc-244_nation-2	mnc	244_nation	ukʰsura	uksura	u kʰ s u r a
mnc-181_noose-2	mnc	181_noose	urkan	urgan	u r k a n
mnc-885_get-2	mnc	885_get	kaid͡ʒampi	gaijambi	k a i dʒ a m p i
mnc-846_raise-1	mnc	846_raise	tʰukʰijɤmpi	tukiyembi	tʰ u kʰ i j ɤ m p i
mnc-342_dishes-1	mnc	342_dishes	tʰɤtʰun	tetun	tʰ ɤ tʰ u n
mnc-860_knock-2	mnc	860_knock	tʰɔkʰsimpi	toksimbi	tʰ ɔ kʰ s i m p i
mnc-851_push-1	mnc	851_push	anampi	anambi	a n a m p i
mnc-899_hand-1	mnc	899_hand	isimpi	isimbi	i s i m p i
mnc-705_rot-2	mnc	705_rot	nijampi	niyambi	n i j a m p i
mnc-657_five-1	mnc	657_five	sund͡ʒa	sunja	s u n dʒ a
mnc-372_shirt-2	mnc	372_shirt	kaxari	gahari	k a x a r i
mnc-291_campfire-1	mnc	291_campfire	ixan tʰuwa	ihan tuwa	i x a n + tʰ u w a
mnc-191_sand-1	mnc	191_sand	jɔŋkan	yonggan	j ɔ ŋ k a n
mnc-176_grain-1	mnc	176_grain	aixa ʃuʃu	aiha šušu	a i x a + ʃ u ʃ u
mnc-957_chop-2	mnc	957_chop	kʰɤŋsimpi	kengsimbi	kʰ ɤ ŋ s i m p i
mnc-153_eagle-2	mnc	153_eagle	tʰasxari	tashari	tʰ a s x a r i
mnc-1008_draw-1	mnc	1008_draw	kɔt͡ʃimpi	gocimbi	k ɔ tʃ i m p i
mnc-157_crow-1	mnc	157_crow	kʰarakʰi	karaki	kʰ a r a kʰ i
mnc-175_seed-1	mnc	175_seed	usɤ	use	u s ɤ
mnc-805_taste-1	mnc	805_taste	fimɤmpi	fimembi	f i m ɤ m p i
mnc-595_yesterday-1	mnc	595_yesterday	sikʰsɤ	sikse	s i kʰ s ɤ
mnc-488_thick-1	mnc	488_thick	lukʰu	luku	l u kʰ u
mnc-563_old-2	mnc	563_old	sakʰta	sakda	s a kʰ t a
mnc-778_enter-1	mnc	778_enter	tɔsimpi	dosimbi	t ɔ s i m p i
mnc-640_i-1	mnc	640_i	pi	bi	p i
mnc-217_desire-3	mnc	217_desire	pujɤnin	buyenin	p u j ɤ n i n
mnc-292_load-2	mnc	292_load	at͡ʃixa	aciha	a tʃ i x a
mnc-264_distance-1	mnc	264_distance	d͡ʒukʊn	jugūn	dʒ u k ʊ n
mnc-89_lake-1	mnc	89_lake	ɔmɔ	omo	ɔ m ɔ
mnc-634_nextto-1	mnc	634_nextto	tʰulkijɤn	tulgiyen	tʰ u l k i j ɤ n
mnc-528_blue-1	mnc	528_blue	lamun	lamun	l a m u n
mnc-930_brawl-1	mnc	930_brawl	t͡ʃaxʊʃampi	cahūšambi	tʃ a x ʊ ʃ a m p i
mnc-837_repairmend-1	mnc	837_repairmend	xijatampi	hiyadambi	x i j a t a m p i
mnc-554_sickill-1	mnc	554_sickill	nimɤkʰuŋkɤ	nimekungge	n i m ɤ kʰ u ŋ k ɤ
mnc-591_today-2	mnc	591_today	inɤkʰu inɤŋki	ineku inenggi	i n ɤ kʰ u + i n ɤ ŋ k i
mnc-720_chime-1	mnc	720_chime	t͡ʃarkʰimpi	carkimbi	tʃ a r kʰ i m p i
mnc-287_boat-1	mnc	287_boat	t͡ʃʊwxan	cūwhan	tʃ ʊ w x a n
mnc-57_sun-1	mnc	57_sun	ʃun	šun	ʃ u n
mnc-711_disappear-1	mnc	711_disappear	t͡ʃumt͡ʃurampi	cumcurambi	tʃ u m tʃ u r a m p i
mnc-522_bright-1	mnc	522_bright	kɤxun	gehun	k ɤ x u n
mnc-190_clay-1	mnc	190_clay	jɤjɤ pɔixɔn	yeye boihon	j ɤ j ɤ + p ɔ i x ɔ n
mnc-269_middle-1	mnc	269_middle	tulin	dulin	t u l i n
mnc-714_increase-2	mnc	714_increase	nɔŋkimpi	nonggimbi	n ɔ ŋ k i m p i
mnc-69_spark-1	mnc	69_spark	tʰuwa i fitʰxɤn	tuwa i fithen	tʰ u w a + i + f i tʰ x ɤ n
mnc-704_boil-1	mnc	704_boil	pud͡ʒumpi	bujumbi	p u dʒ u m p i
mnc-403_way-1	mnc	403_way	tɔrɔ	doro	t ɔ r ɔ
mnc-487_dense-1	mnc	487_dense	d͡ʒira	jira	dʒ i r a
mnc-791_laugh-1	mnc	791_laugh	ind͡ʒɤmpi	injembi	i n dʒ ɤ m p i
mnc-539_weak-1	mnc	539_weak	putʰu	butu	p u tʰ u
mnc-928_protect-1	mnc	928_protect	t͡ʃapsimpi	cabsimbi	tʃ a p s i m p i
mnc-648_where-1	mnc	648_where	aipa	aiba	a i p a
mnc-814_want-1	mnc	814_want	t͡ʃixalampi	cihalambi	tʃ i x a l a m p i
mnc-869_swing-1	mnc	869_swing	t͡ʃɤkʰutɤmpi	cekudembi	tʃ ɤ kʰ u t ɤ m p i
mnc-976_takeoff-2	mnc	976_takeoff	sumpi	sumbi	s u m p i
mnc-373_collar-1	mnc	373_collar	liŋsɤ	lingse	l i ŋ s ɤ
mnc-263_gap-1	mnc	263_gap	d͡ʒakʰa	jaka	dʒ a kʰ a
mnc-454_night-1	mnc	454_night	tɔpɔn	dobon	t ɔ p ɔ n
mnc-601_once-1	mnc	601_once	ɤmkɤri	emgeri	ɤ m k ɤ r i
mnc-920_assemble-2	mnc	920_assemble	imijampi	imiyambi	i m i j a m p i
mnc-371_clothes-1	mnc	371_clothes	ɤtʰukʰu	etuku	ɤ tʰ u kʰ u
mnc-533_expensive-1	mnc	533_expensive	xad͡ʒi	haji	x a dʒ i
mnc-963_fry-1	mnc	963_fry	t͡ʃarumpi	carumbi	tʃ a r u m p i
mnc-539_weak-2	mnc	539_weak	ɤpɤri	eberi	ɤ p ɤ r i
mnc-245_work-3	mnc	245_work	xʊta maiman	hūda maiman	x ʊ t a + m a i m a n
mnc-271_thing-1	mnc	271_thing	d͡ʒakʰa	jaka	dʒ a kʰ a
mnc-533_expensive-2	mnc	533_expensive	maŋka	mangga	m a ŋ k a
mnc-464_march-1	mnc	464_march	ilan pija	ilan biya	i l a n + p i j a
mnc-670_seventy-1	mnc	670_seventy	natand͡ʒʊ	nadanjū	n a t a n dʒ ʊ
mnc-583_alone-2	mnc	583_alone	lɔkʰtɔxɔn	lokdohon	l ɔ kʰ t ɔ x ɔ n
mnc-623_very-1	mnc	623_very	asi	asi	a s i
mnc-609_there-1	mnc	609_there	t͡ʃarki	cargi	tʃ a r k i
mnc-36_knee-1	mnc	36_knee	tʰɔpkija	tobgiya	tʰ ɔ p k i j a
mnc-679_lie-3	mnc	679_lie	faŋʃampi	fangšambi	f a ŋ ʃ a m p i
mnc-626_only-2	mnc	626_only	tʰɤilɤ	teile	tʰ ɤ i l ɤ
mnc-713_decrease-3	mnc	713_decrease	kʰɔmsɔlampi	komsolambi	kʰ ɔ m s ɔ l a m p i
mnc-599_before-1	mnc	599_before	d͡ʒulɤrki	julergi	dʒ u l ɤ r k i
mnc-206_brother-2	mnc	206_brother	amd͡ʒi	amji	a m dʒ i
mnc-677_stand-1	mnc	677_stand	ilimpi	ilimbi	i l i m p i
mnc-376_belt-1	mnc	376_belt	tʰɤlkin	telgin	tʰ ɤ l k i n
mnc-928_protect-2	mnc	928_protect	akʰtulampi	akdulambi	a kʰ t u l a m p i
mnc-826_connect-2	mnc	826_connect	suwalijampi	suwaliyambi	s u w a l i j a m p i
mnc-95_elevation-2	mnc	95_elevation	pukʰtuxun	bukduhun	p u kʰ t u x u n
mnc-602_sometimes-1	mnc	602_sometimes	ɤmɤmpixɤtɤ	emembihede	ɤ m ɤ m p i x ɤ t ɤ
mnc-715_rise-2	mnc	715_rise	laptulampi	labdulambi	l a p t u l a m p i
mnc-354_slice-1	mnc	354_slice	fijɤntʰɤxɤ	fiyentehe	f i j ɤ n tʰ ɤ x ɤ
mnc-215_grief-1	mnc	215_grief	usat͡ʃun	usacun	u s a tʃ u n
mnc-801_lookat-1	mnc	801_lookat	ʃampi	šambi	ʃ a m p i
mnc-742_wakeup-2	mnc	742_wakeup	ant kɤtʰɤmpi	and getembi	a n t + k ɤ tʰ ɤ m p i
mnc-566_agedold-2	mnc	566_agedold	sakʰta	sakda	s a kʰ t a
mnc-281_length-1	mnc	281_length	t͡ʃurxʊn	curhūn	tʃ u r x ʊ n
mnc-780_arrive-1	mnc	780_arrive	isimpi	isimbi	i s i m p i
mnc-660_eight-1	mnc	660_eight	d͡ʒakʰʊn	jakūn	dʒ a kʰ ʊ n
mnc-880_hide-1	mnc	880_hide	xarimpi	harimbi	x a r i m p i
mnc-920_assemble-1	mnc	920_assemble	kanampi	ganambi	k a n a m p i
mnc-1007_paint-1	mnc	1007_paint	t͡ʃilɤmpi	cilembi	tʃ i l ɤ m p i
mnc-891_hinder-2	mnc	891_hinder	xaŋkampi	hanggambi	x a ŋ k a m p i
mnc-702_melt-3	mnc	702_melt	mukʰɤnɤmpi	mukenembi	m u kʰ ɤ n ɤ m p i
mnc-713_decrease-2	mnc	713_decrease	kaimpi	gaimbi	k a i m p i
mnc-276_end-1	mnc	276_end	ʃala	šala	ʃ a l a
mnc-492_flat-3	mnc	492_flat	xalfijan	halfiyan	x a l f i j a n
mnc-246_guest-1	mnc	246_guest	antʰaxa	antaha	a n tʰ a x a
mnc-500_heavy-1	mnc	500_heavy	lad͡ʒu	laju	l a dʒ u
mnc-420_doctor-1	mnc	420_doctor	ɔkʰtʰɔsi	oktosi	ɔ kʰ tʰ ɔ s i
mnc-331_hook-2	mnc	331_hook	tʰapukʰʊ	tabukū	tʰ a p u kʰ ʊ
mnc-203_mother-1	mnc	203_mother	ɤmɤ	eme	ɤ m ɤ
mnc-572_foreign-1	mnc	572_foreign	ɤnt͡ʃu	encu	ɤ n tʃ u
mnc-689_thunder-1	mnc	689_thunder	akʰd͡ʒampi	akjambi	a kʰ dʒ a m p i
mnc-79_frost-1	mnc	79_frost	kɤt͡ʃɤn	gecen	k ɤ tʃ ɤ n
mnc-635_between-1	mnc	635_between	d͡ʒuwɤ sitɤntɤ	juwe sidende	dʒ u w ɤ + s i t ɤ n t ɤ
mnc-73_weather-2	mnc	73_weather	apkʰai sukʰtun	abkai sukdun	a p kʰ a i + s u kʰ t u n
mnc-66_earth-1	mnc	66_earth	na	na	n a
mnc-622_hardly-3	mnc	622_hardly	ɤlɤi ɤlɤkʰɤi	elei elekei	ɤ l ɤ i + ɤ l ɤ kʰ ɤ i
mnc-870_pour-1	mnc	870_pour	tɔɔlampi	doolambi	t ɔ ɔ l a m p i
mnc-348_food-2	mnc	348_food	d͡ʒɤŋkɤ	jengge	dʒ ɤ ŋ k ɤ
mnc-234_voice-1	mnc	234_voice	d͡ʒilkan	jilgan	dʒ i l k a n
mnc-916_invite-2	mnc	916_invite	kuilɤmpi	guilembi	k u i l ɤ m p i
mnc-468_july-1	mnc	468_july	natan pija	nadan biya	n a t a n + p i j a
mnc-346_kettle-1	mnc	346_kettle	fuifukʰʊ	fuifukū	f u i f u kʰ ʊ
mnc-709_pass-1	mnc	709_pass	tulɤmpi	dulembi	t u l ɤ m p i
mnc-117_leaf-1	mnc	117_leaf	aptaxa	abdaha	a p t a x a
mnc-269_middle-2	mnc	269_middle	tulimpa	dulimba	t u l i m p a
mnc-247_gift-1	mnc	247_gift	tɔrɔ	doro	t ɔ r ɔ
mnc-70_fire-1	mnc	70_fire	tʰuwa	tuwa	tʰ u w a
mnc-263_gap-2	mnc	263_gap	sitɤn	siden	s i t ɤ n
mnc-91_moor-1	mnc	91_moor	simɤlɤn	simelen	s i m ɤ l ɤ n
mnc-753_budge-2	mnc	753_budge	aʃʃampi	aššambi	a ʃ ʃ a m p i
mnc-99_slope-1	mnc	99_slope	fijɤlɤkʰu	fiyeleku	f i j ɤ l ɤ kʰ u
mnc-1011_buy-1	mnc	1011_buy	utampi	udambi	u t a m p i
mnc-97_summit-2	mnc	97_summit	ʃɔkʰʃɔxɔn	šokšohon	ʃ ɔ kʰ ʃ ɔ x ɔ n
mnc-349_dish-1	mnc	349_dish	patan	badan	p a t a n
mnc-523_dark-2	mnc	523_dark	tʰulxun	tulhun	tʰ u l x u n
mnc-421_teacher-2	mnc	421_teacher	kijɔɔsi	giyoosi	k i j ɔ ɔ s i
mnc-106_sea-1	mnc	106_sea	namu	namu	n a m u
mnc-736_drink-1	mnc	736_drink	ɔmimpi	omimbi	ɔ m i m p i
mnc-149_swarm-1	mnc	149_swarm	pɔrxɔn	borhon	p ɔ r x ɔ n
mnc-740_fallasleep-1	mnc	740_fallasleep	ʃapurampi	šaburambi	ʃ a p u r a m p i
mnc-501_beautiful-3	mnc	501_beautiful	jaŋsaŋka	yangsangga	j a ŋ s a ŋ k a
mnc-508_wet-1	mnc	508_wet	usuxin	usuhin	u s u x i n
mnc-101_brook-1	mnc	101_brook	mukʰɤ	muke	m u kʰ ɤ
mnc-924_separate-3	mnc	924_separate	fakʰsalapʊmpi	faksalabūmbi	f a kʰ s a l a p ʊ m p i
mnc-129_egg-2	mnc	129_egg	umxan	umhan	u m x a n
mnc-566_agedold-1	mnc	566_agedold	fɤ	fe	f ɤ
mnc-251_friend-1	mnc	251_friend	karkan	gargan	k a r k a n
mnc-970_wipe-1	mnc	970_wipe	fumpi	fumbi	f u m p i
mnc-351_corn-1	mnc	351_corn	d͡ʒɤkʰu	jeku	dʒ ɤ kʰ u
mnc-351_corn-2	mnc	351_corn	aixa ʃuʃu	aiha šušu	a i x a + ʃ u ʃ u
mnc-537_powerful-1	mnc	537_powerful	xʊsuŋkɤ	hūsungge	x ʊ s u ŋ k ɤ
mnc-350_meat-1	mnc	350_meat	jali	yali	j a l i
mnc-714_increase-3	mnc	714_increase	laptulampi	labdulambi	l a p t u l a m p i
mnc-938_steal-1	mnc	938_steal	xʊlxampi	hūlhambi	x ʊ l x a m p i
mnc-626_only-3	mnc	626_only	tapala	dabala	t a p a l a
mnc-743_getup-1	mnc	743_getup	tɤkʰtɤmpi	dekdembi	t ɤ kʰ t ɤ m p i
mnc-180_trap-2	mnc	180_trap	xʊpin	hūbin	x ʊ p i n
mnc-679_lie-1	mnc	679_lie	tɤtumpi	dedumbi	t ɤ t u m p i
mnc-503_warm-3	mnc	503_warm	kʰɤp sɤmɤ	keb seme	kʰ ɤ p + s ɤ m ɤ
mnc-15_jaw-1	mnc	15_jaw	fijata	fiyada	f i j a t a
mnc-389_scarf-1	mnc	389_scarf	pɔʃɔ	bošo	p ɔ ʃ ɔ
mnc-699_rain-1	mnc	699_rain	aka tampi	aga dambi	a k a + t a m p i
mnc-433_power-2	mnc	433_power	xɔrɔn	horon	x ɔ r ɔ n
mnc-485_wide-1	mnc	485_wide	lɤli	leli	l ɤ l i
mnc-42_vein-1	mnc	42_vein	mɤ	me	m ɤ
mnc-252_companion-2	mnc	252_companion	karkan	gargan	k a r k a n
mnc-860_knock-1	mnc	860_knock	fɔrimpi	forimbi	f ɔ r i m p i
mnc-679_lie-2	mnc	679_lie	xɔltʰɔmpi	holtombi	x ɔ l tʰ ɔ m p i
mnc-723_roar-1	mnc	723_roar	tarimpi	darimbi	t a r i m p i
mnc-336_doll-1	mnc	336_doll	ʊrɤn	ūren	ʊ r ɤ n
mnc-435_war-1	mnc	435_war	tain	dain	t a i n
mnc-787_try-1	mnc	787_try	pɤitɤmpi	beidembi	p ɤ i t ɤ m p i
mnc-159_swan-1	mnc	159_swan	karu	garu	k a r u
mnc-155_owl-1	mnc	155_owl	xumʃɤ	humše	x u m ʃ ɤ
mnc-581_third-1	mnc	581_third	ilat͡ʃi	ilaci	i l a tʃ i
mnc-774_goaway-1	mnc	774_goaway	milampi	milambi	m i l a m p i
mnc-654_two-1	mnc	654_two	d͡ʒuwɤ	juwe	dʒ u w ɤ
mnc-959_ripen-1	mnc	959_ripen	faxanampi	fahanambi	f a x a n a m p i
mnc-447_age-1	mnc	447_age	mafa	mafa	m a f a
mnc-813_can-1	mnc	813_can	mutʰɤmpi	mutembi	m u tʰ ɤ m p i
mnc-419_master-2	mnc	419_master	ɤd͡ʒɤn	ejen	ɤ dʒ ɤ n
mnc-875_pull-1	mnc	875_pull	uʃampi	ušambi	u ʃ a m p i
mnc-275_tip-1	mnc	275_tip	ud͡ʒu	uju	u dʒ u
mnc-737_eat-1	mnc	737_eat	d͡ʒɤmpi	jembi	dʒ ɤ m p i
mnc-822_put-1	mnc	822_put	tʰuxɤmpi	tuhembi	tʰ u x ɤ m p i
mnc-850_press-1	mnc	850_press	kitampi	gidambi	k i t a m p i
mnc-360_honey-2	mnc	360_honey	t͡ʃɔkʰɔ umkan	coko umgan	tʃ ɔ kʰ ɔ + u m k a n
mnc-985_ask-2	mnc	985_ask	fɔnd͡ʒinumpi	fonjinumbi	f ɔ n dʒ i n u m p i
mnc-950_fish-1	mnc	950_fish	wɤlmijɤmpi	welmiyembi	w ɤ l m i j ɤ m p i
mnc-80_chill-2	mnc	80_chill	pɤikʰuwɤn	beikuwen	p ɤ i kʰ u w ɤ n
mnc-555_naked-1	mnc	555_naked	ɲɔxuʃun	niohušun	ɲ ɔ x u ʃ u n
mnc-607_hither-1	mnc	607_hither	upatɤ	ubade	u p a t ɤ
mnc-387_blanket-2	mnc	387_blanket	tɔptʰɔlɔɔpi	dobtoloobi	t ɔ p tʰ ɔ l ɔ ɔ p i
mnc-750_die-1	mnc	750_die	susampi	susambi	s u s a m p i
mnc-616_down-2	mnc	616_down	fusixʊn	fusihūn	f u s i x ʊ n
mnc-683_begin-3	mnc	683_begin	tɤkʰtɤld͡ʒɤmpi	dekdeljembi	t ɤ kʰ t ɤ l dʒ ɤ m p i
mnc-857_tie-2	mnc	857_tie	fulmijɤmpi	fulmiyembi	f u l m i j ɤ m p i
mnc-316_box-1	mnc	316_box	xɔsɤ	hose	x ɔ s ɤ
mnc-431_state-1	mnc	431_state	kurun	gurun	k u r u n
mnc-524_black-1	mnc	524_black	saxalijan	sahaliyan	s a x a l i j a n
mnc-653_one-1	mnc	653_one	ɤmu	emu	ɤ m u
mnc-243_people-1	mnc	243_people	nijalma	niyalma	n i j a l m a
mnc-925_leave-2	mnc	925_leave	multʰud͡ʒɤmpi	multujembi	m u l tʰ u dʒ ɤ m p i
mnc-587_suddenly-1	mnc	587_suddenly	lɔkʰ sɤmɤ	lok seme	l ɔ kʰ + s ɤ m ɤ
mnc-724_rustle-1	mnc	724_rustle	kartampi	gardambi	k a r t a m p i
mnc-749_recover-1	mnc	749_recover	aitʰumpi	aitumbi	a i tʰ u m p i
mnc-399_bridge-2	mnc	399_bridge	tɔɔxan	doohan	t ɔ ɔ x a n
mnc-817_stop-1	mnc	817_stop	ilimpi	ilimbi	i l i m p i
mnc-214_happiness-1	mnc	214_happiness	urkun	urgun	u r k u n
mnc-624_so-1	mnc	624_so	inu	inu	i n u
mnc-283_weight-1	mnc	283_weight	tʰɔɔsɤ	toose	tʰ ɔ ɔ s ɤ
mnc-206_brother-3	mnc	206_brother	ʃad͡ʒiŋka axʊn	šajingga ahūn	ʃ a dʒ i ŋ k a + a x ʊ n
mnc-664_twelve-1	mnc	664_twelve	d͡ʒuwan d͡ʒuwɤ	juwan juwe	dʒ u w a n + dʒ u w ɤ
mnc-957_chop-1	mnc	957_chop	sat͡ʃimpi	sacimbi	s a tʃ i m p i
mnc-845_turnturnaround-2	mnc	845_turnturnaround	kʰurpumpi	kurbumbi	kʰ u r p u m p i
mnc-600_atfirst-2	mnc	600_atfirst	tʰukʰtʰan	tuktan	tʰ u kʰ tʰ a n
mnc-999_learn-1	mnc	999_learn	tʰat͡ʃimpi	tacimbi	tʰ a tʃ i m p i
mnc-95_elevation-1	mnc	95_elevation	kʰuru	kuru	kʰ u r u
mnc-585_together-1	mnc	585_together	ɤmtɤ	emde	ɤ m t ɤ
mnc-925_leave-3	mnc	925_leave	ukʰsulampi	uksulambi	u kʰ s u l a m p i
mnc-287_boat-2	mnc	287_boat	d͡ʒaxʊtai	jahūdai	dʒ a x ʊ t a i
mnc-423_business-3	mnc	423_business	xʊta maiman	hūda maiman	x ʊ t a + m a i m a n
mnc-120_willow-1	mnc	120_willow	fɔtɔxɔ	fodoho	f ɔ t ɔ x ɔ
mnc-704_boil-2	mnc	704_boil	fɤifumpi	feifumbi	f ɤ i f u m p i
mnc-97_summit-1	mnc	97_summit	uipɔ	uibo	u i p ɔ
mnc-498_sharp-2	mnc	498_sharp	tat͡ʃuŋka	dacungga	t a tʃ u ŋ k a
mnc-139_dog-1	mnc	139_dog	intaxʊn	indahūn	i n t a x ʊ n
mnc-316_box-2	mnc	316_box	xijasɤ	hiyase	x i j a s ɤ
mnc-998_understand-2	mnc	998_understand	nampumpi	nambumbi	n a m p u m p i
mnc-885_get-1	mnc	885_get	alimpi	alimbi	a l i m p i
mnc-215_grief-2	mnc	215_grief	d͡ʒɔpɔt͡ʃun	jobocun	dʒ ɔ p ɔ tʃ u n
mnc-950_fish-3	mnc	950_fish	nimaxa putʰxampi	nimaha buthambi	n i m a x a + p u tʰ x a m p i
mnc-770_row-1	mnc	770_row	sɤlpimpi	selbimbi	s ɤ l p i m p i
mnc-917_unite-2	mnc	917_unite	uxɤrilɤmpi	uherilembi	u x ɤ r i l ɤ m p i
mnc-274_corner-1	mnc	274_corner	ʃala	šala	ʃ a l a
mnc-565_former-1	mnc	565_former	tund͡ʒixijana	dunjihiyana	t u n dʒ i x i j a n a
mnc-198_family-2	mnc	198_family	pɔikɔn	boigon	p ɔ i k ɔ n
